start,uniqueID,text
11,ep151,"LIKE, LOOK AT THIS ONE."
12,ep151,THAT ONE LOOKS PRETTY NICE.
13,ep151,(Suzanne) BRAD AND CYNDE CARLEY ARE LOOKING FOR A NEW PLACE TO LIVE.
14,ep151,"AS CONSULTANTS FOR A COMPUTER FIRM, THIS BUSY COUPLE HAS BEEN SPLITTING THEIR TIME BETWEEN THE EAST AND WEST COASTS FOR OVER A YEAR."
15,ep151,"WHAT WE USUALLY DO IS WE'LL FLY OUT TO THE EAST COAST TOGETHER ON A SUNDAY AFTERNOON, AND THEN WE'LL WORK FOR TWO WEEKS THERE."
16,ep151,"AND THEN I'LL FLY BACK ON A MONDAY MORNING, AND THEN I'LL WORK THAT WEEK, AND THEN I'LL PICK HIM UP THAT FRIDAY AT THE AIRPORT."
17,ep151,"AND THEN WE'LL SPEND A WEEKEND, A WEEK AND ANOTHER WEEKEND TOGETHER AND DO IT AGAIN."
18,ep151,"(Suzanne) EXHAUSTED FROM THIS HECTIC SCHEDULE, THE CARLEYS ARE HOPING TO SETTLE DOWN ON THE WEST COAST AND STABILIZE THEIR LIVES."
19,ep151,"SOMETIMES I FEEL LIKE WE NEVER HAVE A WEEKEND JUST TO SIT AND READ THE PAPER, AND PART..."
20,ep151,"AND THAT'S BY CHOICE, A LOT OF IT..."
21,ep151,RIGHT? PART OF THIS WHOLE HOME BUYING IS THAT WE NEED TO LIKE SETTLE DOWN...
22,ep151,"YEAH. SOME STABILITY IN OUR LIVES, JUST RELAX."
23,ep151,WE THINK...
24,ep151,"SINCE WE CAN'T DO IT ON OUR OWN, WE THINK THAT MAYBE BUYING A HOME WILL FORCE US INTO SOME SORT OF STABILITY."
25,ep151,"(Suzanne) AFTER TWO YEARS IN THEIR RENTED APARTMENT, THE CARLEYS ARE LOOKING FOR A CHANGE."
26,ep151,"OH, HOME SWEET HOME."
27,ep151,LOOKS THE SAME.
28,ep151,"YEAH. WHAT WE'RE REALLY INTERESTED IN IS GETTING A CONDO, SO WE CAN HAVE SOME SORT OF INVESTMENT THAT WE'RE NOT JUST KIND OF THROWING AWAY OUR MONEY ON RENT."
29,ep151,SO WE'RE LOOKING FOR A CONDO THAT WOULD OFFER KIND OF THE CONVENIENCES OF LIFE.
30,ep151,"OH, THIS IS HEAVY!"
31,ep151,IT'S GOOD TO BE HOME.
32,ep151,"ALL RIGHT, I'M GONNA GET THE REST OF THE STUFF..."
33,ep151,OKAY? GONNA START A LOAD OF LAUNDRY.
34,ep151,OKAY. ANOTHER THING THE CARLEYS DISLIKE ABOUT RENTING IS THE SHARED LAUNDRY ROOM.
35,ep151,"(Cynde) IT'S FAIRLY CONVENIENT, BUT STILL IT'S EXPENSIVE."
36,ep151,"AND WHEN WE'RE DOING LIKE PHYSICAL ACTIVITIES AND STUFF, YOU END UP WITH A LOT OF LAUNDRY."
37,ep151,"AND ALSO, I MEAN, IT COSTS $1.75"
38,ep151,EVERY LOAD THAT WE DO.
39,ep151,"OH, THE QUARTERS!"
40,ep151,"BASICALLY, WE'RE LOOKING FOR LIKE THREE MAIN THINGS IN A CONDO AND THAT'S INSIDE LAUNDRY, A GARAGE OR PRIVATE PARKING SPOT FOR AT LEAST ONE CAR, AND OUTSIDE ENTRANCE."
41,ep151,"(Suzanne) BRAD AND CYNDE ARE ALSO LOOKING FOR A CONDO WITH A GOOD LAYOUT FOR ENTERTAINING, AN ABSOLUTE MUST FOR THIS OUTGOING COUPLE."
42,ep151,"(Brad) IT'S JUST SO MUCH FUN TO ENTERTAIN, AND SO THAT'S SOMETHING VERY IMPORTANT TO US IN A PLACE, IS SOMETHING THAT WE CAN HAVE A NICE KITCHEN TO DO THE COOKING AND A LIVING ROOM TO DO ENTERTAINMENT."
43,ep151,(Suzanne) BUT THAT'S NOT ALL.
44,ep151,"ONE OF THE THINGS THAT'S IMPORTANT TO US IS, BECAUSE WE LIKE TO BE OUTSIDE, WE'D LIKE TO FIND A CONDO WITH A BALCONY, SOME KIND OF OUTSIDE ENTRANCE THAT WE CAN..."
45,ep151,OR PATIO.
46,ep151,OR A PATIO...
47,ep151,SOMETHING WHERE WE CAN ACTUALLY INTEGRATE BEING OUTSIDE AS PART OF OUR LIVING SPACE.
48,ep151,RIGHT. THEIR LOVE OF BEING OUTDOORS LEADS BRAD AND CYNDE TO DECIDE THAT THEY ALSO REALLY WANT TO STAY IN THEIR CURRENT BEACH AREA.
49,ep151,"BUT MOST OF ALL, BRAD AND CYNDE ARE LOOKING FORWARD TO CHANGING THEIR LIVES."
50,ep151,"(Brad) I THINK HAVING THIS NEW HOUSE IS GOING TO REALLY GIVE US A STRUCTURE TO OUR LIFE, AND IT'S KIND OF A PUN, BUT IT'S SOMETHING THAT WE WILL PUT OUR ENERGY INTO."
51,ep151,I THINK IT'S REALLY GONNA CHANGE A LOT ABOUT US AND OUR HECTIC SCHEDULE.
52,ep151,"(Suzanne) WHEN HOUSE HUNTERS RETURNS, WE'LL GO INTO THE CONDO MARKET WITH BRAD AND CYNDE..."
53,ep151,"WOW, SHOEBOX."
54,ep151,... SEE JUST HOW MUCH BEACHFRONT PROPERTY THEIR BUDGET WILL BUY.
55,ep151,WELCOME BACK TO HOUSE HUNTERS.
56,ep151,CYNDE AND BRAD CARLEY ARE LOOKING FOR A PLACE TO CALL HOME.
57,ep151,"AFTER SPENDING THE PAST YEAR TRAVELING FROM COAST TO COAST, THE CARLEYS WANT MORE STABILITY IN THEIR LIVES."
58,ep151,THEY'RE HOPING THAT BUYING A HOME OF THEIR OWN WILL HELP THEM ATTAIN THAT GOAL.
59,ep151,THEY'VE DECIDED THAT A COMFORTABLE CONDOMINIUM IS THEIR BEST BET TO OFFER THEM THE STABILITY THEY WANT WHILE ALLOWING THEM TO STAY IN THEIR CURRENT BEACH NEIGHBORHOOD.
60,ep151,"TO HELP THEM IN THEIR QUEST, BRAD AND CYNDE HAVE ENLISTED THE HELP OF REAL ESTATE AGENT CESAR MARQUEZ."
61,ep151,(Cesar) BRAD AND CYNDE ARE GREAT.
62,ep151,MY GOAL IS TO GET THEM THE BEST DEAL FOR THEIR MONEY.
63,ep151,I'D LOVE TO BE ABLE TO FIND THE PROPERTY OF THEIR DREAMS.
64,ep151,"OKAY, SO WHAT WE HAVE HERE IS A TWO-BEDROOM, TWO-BATH UNIT."
65,ep151,"OKAY. TODAY, THE GROUP WILL TOUR TWO CONDOS BEFORE CYNDE AND BRAD HEAD TO THE AIRPORT TO BEGIN, YET, ANOTHER BUSINESS TRIP."
66,ep151,HOW MANY LEVELS IS THIS?
67,ep151,THIS IS THREE LEVELS.
68,ep151,"YOU HAVE THE LIVING ROOM AREA, FIREPLACE..."
69,ep151,IT'D BE NICE TO HAVE A FIREPLACE.
70,ep151,"YEAH, IT WOULD."
71,ep151,THE WET BAR...
72,ep151,AND THE KITCHEN.
73,ep151,"SO WE HAVE BUILT-INS, TILE COUNTERTOPS, AND THE REFRIGERATOR'S INCLUDED."
74,ep151,LET'S TAKE A LOOK OUTSIDE.
75,ep151,IT WOULDN'T BE THAT GREAT FOR ENTERTAINING.
76,ep151,NO. PATIO.
77,ep151,"YEAH, IT'S NICE TO HAVE A PRIVATE PATIO."
78,ep151,"IT'S A SOUTH- FACING UNIT, CLOSE TO THE BEACH."
79,ep151,"WE COULD PLANT SOME TREES OUT HERE, MAYBE."
80,ep151,AT LEAST WE'RE OUTSIDE...
81,ep151,RIGHT? SOME PLANTERS...
82,ep151,YEAH. WAS NICE.
83,ep151,GO AHEAD.
84,ep151,THANK YOU.
85,ep151,(Suzanne) CESAR TAKES THEM UPSTAIRS TO THE SECOND FLOOR.
86,ep151,(Cynde) VERY BIG.
87,ep151,THIS IS THE MASTER SUITE.
88,ep151,YOU HAVE A LOFT UPSTAIRS.
89,ep151,"WE COULD PUT THE OFFICE UP THERE, I GUESS, THE COMPUTERS AND STUFF."
90,ep151,"YEAH, THAT'D BE A GOOD SPACE FOR THE OFFICE."
91,ep151,"SO TAKE A MINUTE AND JUST GET A FEEL FOR THE AREA, AND PICTURE YOURSELF LIVING IN THIS SPACE."
92,ep151,OKAY. DON'T KNOW...
93,ep151,WHAT DO YOU THINK?
94,ep151,IT'S KIND OF APARTMENTY LIVING STILL.
95,ep151,"YEAH. MEAN, IT'S NICE, BUT I JUST GET THAT..."
96,ep151,"YEAH, IT'S JUST NOT GONNA WORK, I DON'T THINK."
97,ep151,I KIND OF GET THAT APARTMENT- LIVING FEELING.
98,ep151,"(Brad) YEAH, I THINK THAT WAS A LITTLE PRICEY FOR THE SPACE."
99,ep151,DON'T YOU THINK?
100,ep151,YEAH. READY TO SEE THE NEXT ONE.
101,ep151,"OKAY. AS CYNDE AND BRAD HEAD TO THE NEXT CONDO, THEY'RE HOPEFUL THAT IT WILL BE LESS LIKE AN APARTMENT AND MORE LIKE A HOME THAN THE LAST ONE."
102,ep151,"(Cynde) YEAH, I LIKE IT."
103,ep151,"(Brad) YEAH, THIS IS NICE."
104,ep151,"IT'S NOT ONE ON THE TOP FLOOR, IS IT?"
105,ep151,"NO, THIS ONE'S ON THE FIRST FLOOR, BUT THEY'RE TWO-STORY."
106,ep151,IT'S A TOWNHOUSE.
107,ep151,IT'S A TOWNHOUSE?
108,ep151,YEAH. OKAY.
109,ep151,"OKAY, SO HERE WE HAVE A TWO-BEDROOM, TWO-AND-A-HALF BATH."
110,ep151,ALL RIGHT...
111,ep151,"WHOOPS, EXCUSE ME."
112,ep151,"WE HAVE A HALF BATH TO OUR RIGHT, AND WE HAVE A KITCHEN HERE."
113,ep151,"OH, THAT'S PRETTY SMALL."
114,ep151,KIND OF SMALL.
115,ep151,IT'S WEIRD HOW THEY DO THE REFRIGERATOR LIKE THAT.
116,ep151,FIREPLACE... DINING AREA...
117,ep151,LIVING ROOM...
118,ep151,THIS IS PRETTY SMALL.
119,ep151,WHAT DO YOU THINK?
120,ep151,IT'S ALL RIGHT.
121,ep151,AND OVER HERE WE HAVE THE FIREPLACE.
122,ep151,IT LOOKS LIKE IT'S GAS...
123,ep151,HUH? VIEWS.
124,ep151,OKAY. TAKE A LOOK UPSTAIRS.
125,ep151,(Suzanne) FIRST IMPRESSIONS ARE CRITICAL.
126,ep151,THE CARLEYS' FIRST IMPRESSION OF THIS CONDO IS THAT IT'S JUST TOO SMALL.
127,ep151,SO UPSTAIRS WE HAVE TWO BEDROOMS.
128,ep151,THE FIRST BEDROOM...
129,ep151,WALL-TO-WALL CLOSETS.
130,ep151,"WOW, SHOEBOX."
131,ep151,(Suzanne) CYNDE AND BRAD ARE GETTING FRUSTRATED THAT THEY CAN'T SEEM TO FIND ANYTHING BIGGER FOR THE MONEY THEY'RE SPENDING.
132,ep151,THEY'RE SMALL...
133,ep151,THEY'RE TOO SMALL.
134,ep151,"YEAH. MEAN, WE MIGHT AS WELL STAY IN AN APARTMENT..."
135,ep151,RIGHT. WE'RE GONNA DO THAT.
136,ep151,"I MEAN, CAN YOU FIND SOMETHING BIGGER HERE?"
137,ep151,"WE'VE SEEN SEVERAL CONDOS NOW, AND BEING WHERE WE'RE LOOKING, YOU'RE PAYING A PREMIUM TO BE NEAR THE OCEAN."
138,ep151,"RIGHT, RIGHT, RIGHT."
139,ep151,"IF YOU'RE LOOKING FOR SOMETHING WITH MORE SPACE, MORE UPGRADES, THEN MAYBE WHAT WE NEED TO DO IS EXPAND YOUR CRITERIA, MOVE A LITTLE BIT FURTHER EAST."
140,ep151,YOU'LL STILL BE WITHIN THE DISTANCE TO ROLLERBLADE AND BIKE TO THE BEACH.
141,ep151,RIGHT. GET MORE FOR YOUR MONEY.
142,ep151,YOU'LL GET POSSIBLY EVEN A HOUSE.
143,ep151,"(Suzanne) FOR CYNDE AND BRAD, WHO BELIEVED THEY COULD NOT AFFORD A HOME IN A NEIGHBORHOOD ANYWHERE NEAR THE BEACH, CESAR HAS SAID THE MAGIC WORD."
144,ep151,LET'S DO IT.
145,ep151,ALL RIGHT.
146,ep151,(Suzanne) CESAR QUICKLY CHECKS HIS LISTINGS TO FIND SOME HOMES IN THEIR PRICE RANGE THAT ARE A LITTLE FURTHER AWAY FROM THE BEACH.
147,ep151,"OH, YEAH."
148,ep151,"OKAY, SO THIS IS A FOUR-BEDROOM, TWO-BATH HERE."
149,ep151,"WE HAVE HARDWOOD FLOORS, REMODELED KITCHEN."
150,ep151,"THE LOTS HERE, SINCE WE'RE STILL FAIRLY CLOSE TO THE BEACH, ARE GONNA BE GENERALLY SMALLER."
151,ep151,"IF WE HEADED EAST, WE COULD PROBABLY GET A LARGER LOT."
152,ep151,SO LET'S TAKE A LOOK AT THIS PLACE.
153,ep151,OKAY. IS NICE.
154,ep151,"SO WE HAVE TILED COUNTERTOPS, BUILT-IN APPLIANCES, BREAKFAST AREA."
155,ep151,NICE. IS DEFINITELY MORE THE...
156,ep151,YEAH. THE SIZE THAT WE WANT.
157,ep151,LOTS OF CUPBOARD SPACE.
158,ep151,IT'S NICE FOR ENTERTAINING.
159,ep151,IT'S GREAT...
160,ep151,LET'S MOVE ON.
161,ep151,OH! IS NICE.
162,ep151,THIS IS NICE...
163,ep151,THE CABINET'S NICE.
164,ep151,"YEAH, THE TILE'S REALLY NICE, TOO."
165,ep151,"(Suzanne) ALREADY, THE CARLEYS CAN SEE THAT THEY'RE ON THE RIGHT TRACK."
166,ep151,"STILL FAIRLY CLOSE TO THE BEACH, THE HOMES IN THIS NEIGHBORHOOD ARE MUCH LARGER THAN THE CONDOS THE COUPLE HAD STARTED LOOKING AT, AND THERE'S ANOTHER BIG BONUS TO HAVING A HOUSE."
167,ep151,"OH, YEAH!"
168,ep151,"OH, A BACKYARD!"
169,ep151,THIS IS CUTE.
170,ep151,YES. GOT ANY FRUIT TREES HERE?
171,ep151,NO FRUIT TREES.
172,ep151,VERY NICE.
173,ep151,"SO WHAT DO YOU THINK OF THE PROPERTY, THE HOUSE, THE LOT SIZE?"
174,ep151,I LIKE THE HOUSE...
175,ep151,THE HOUSE IS FINE...
176,ep151,I THINK MAYBE A LITTLE BIT BIGGER BACKYARD AND A GARAGE.
177,ep151,"YEAH, THAT WOULD BE NICE."
178,ep151,"A LITTLE BIT BIGGER BACKYARD, MAYBE."
179,ep151,LIKE MORE OF A LAWN.
180,ep151,"(Suzanne) NOW THAT CYNDE AND BRAD HAVE GONE FROM LOOKING AT CONDOS TO LOOKING AT HOUSES, IT'S A LITTLE LIKE STARTING OVER, AND THE COUPLE IS CURIOUS TO SEE HOW CLOSE THEY CAN GET TO THEIR IDEAL HOUSE."
181,ep151,ALL RIGHT.
182,ep151,OKAY. CESAR.
183,ep151,YEAH. IS DEFINITELY THE RIGHT DIRECTION.
184,ep151,CANCEL THOSE OTHER CONDOS THAT WE WERE GONNA LOOK AT.
185,ep151,"OKAY. MEAN, LET'S JUST LOOK AT HOMES."
186,ep151,"(Suzanne) NOW THAT THE CARLEYS HAVE DECIDED TO CHANGE THEIR SCOPE ENTIRELY, THEY HAVE A NEW PERSPECTIVE ON BUYING A HOME."
187,ep151,BUT WILL THEY BE HAPPY WITH THEIR DECISION TO MOVE OUT OF THEIR OLD NEIGHBORHOOD?
188,ep151,FIND OUT NEXT ON HOUSE HUNTERS.
189,ep151,♪♪ WELCOME BACK TO HOUSE HUNTERS.
190,ep151,I'M SUZANNE WHANG.
191,ep151,FIRST-TIME BUYERS BRAD AND CYNDE CARLEY HAVE DECIDED TO CHANGE THE ENTIRE SCOPE OF THEIR SEARCH FOR A NEW PLACE TO LIVE.
192,ep151,INITIALLY THEY WANTED TO BUY A CONDO IN THEIR PRESENT NEIGHBORHOOD BY THE BEACH.
193,ep151,BUT THEY COULDN'T FIND ANYTHING THAT WAS BIG ENOUGH IN THEIR PRICE RANGE.
194,ep151,"WITH THE HELP OF THEIR REALTOR, CESAR MARQUEZ, BRAD AND CYNDE DECIDED TO LOOK FURTHER AWAY FROM THE BEACH WHERE THEY COULD AFFORD A HOME RATHER THAN A CONDOMINIUM."
195,ep151,"OKAY, SO THIS ONE'S A THREE-BEDROOM, TWO-BATH."
196,ep151,"YOU KNOW, CESAR, I HAVE TO GET BACK TO WORK, TOO, SO WE HAVE TO MAKE THIS QUICK."
197,ep151,OKAY. THIS MUST BE THE DINING ROOM.
198,ep151,"WE'RE FURTHER AWAY FROM THE BEACH, BUT FOR THE SQUARE FOOTAGE IN LOT SIZE, WE'RE GONNA GET MORE FOR YOUR MONEY OUT OF HERE."
199,ep151,OKAY. TAKE A LOOK.
200,ep151,HERE WE HAVE ONE OF THE BEDROOMS.
201,ep151,"OH, NICE OFFICE."
202,ep151,REALLY. CABINETS.
203,ep151,"(Suzanne) SHORT ON TIME, CYNDE AND BRAD QUICKLY TOUR THE HOUSE."
204,ep151,WE HAVE A BATHROOM.
205,ep151,"OH, THIS IS NICE."
206,ep151,I LIKE THE CERAMIC TILE.
207,ep151,"OH, YEAH."
208,ep151,AND THE GLASS BLOCK REALLY LETS IN A LOT OF LIGHT.
209,ep151,OVER HERE WE HAVE THE KITCHEN WITH BUILT-INS...
210,ep151,"OH, NICE."
211,ep151,I LIKE THE KITCHEN.
212,ep151,"LEADING OUT TO THE LIVING ROOM WITH A FIREPLACE, PATIO OUT THE BACK."
213,ep151,"THIS WOULD BE GREAT FOR ENTERTAINING, WOULDN'T IT?"
214,ep151,YEAH... IS WONDERFUL.
215,ep151,WE HAVE THE MASTER SUITE UPSTAIRS.
216,ep151,LET'S TAKE A LOOK.
217,ep151,OKAY. HERE WE HAVE THE MASTER SUITE...
218,ep151,"OH, THIS IS NICE."
219,ep151,"MASTER BATHROOM, WALL-TO-WALL CLOSETS, AND A BALCONY OFF THE MASTER SUITE."
220,ep151,THIS IS GREAT.
221,ep151,YEAH. GO OUT HERE.
222,ep151,LET'S CHECK THIS OUT.
223,ep151,"OH, WOW..."
224,ep151,LOOK AT THIS VIEW OF THE GOLF COURSE.
225,ep151,"OH, THIS IS SO NICE."
226,ep151,WOW! IS GREAT.
227,ep151,THIS IS COOL.
228,ep151,"LOOK AT THE HIGH CEILINGS, TOO."
229,ep151,OKAY? HERE WE HAVE A LAUNDRY ROOM.
230,ep151,"OH, THAT'S NICE."
231,ep151,"OH, WOW!"
232,ep151,"YOU MEAN, WE'D HAVE OUR OWN WASHER AND DRYER?"
233,ep151,YEAH! BE AWESOME.
234,ep151,LET ME SHOW YOU THE YARD.
235,ep151,OKAY. GOT A JACUZZI BACK HERE...
236,ep151,"OH, WOW!"
237,ep151,SOME FRUIT TREES.
238,ep151,"OH, THIS IS GREAT."
239,ep151,"HEY, BRAD!"
240,ep151,HEY... TREE!
241,ep151,"OH, A PLUM TREE."
242,ep151,IT'S SO PRIVATE BACK HERE.
243,ep151,"WHY DON'T YOU GIVE US A MINUTE, LET US KIND OF GET BACK TO YOU ON THIS?"
244,ep151,OKAY... MEET YOU OUT FRONT.
245,ep151,OKAY. CESAR.
246,ep151,"SO? LOVE IT, BRAD."
247,ep151,I KNOW.
248,ep151,IT FEELS SO PRIVATE.
249,ep151,I KNOW.
250,ep151,ISN'T THIS AMAZING?
251,ep151,"(Suzanne) THEY'VE ONLY BEEN IN THE HOUSE FOR TEN MINUTES, BUT SOMETHING ABOUT IT JUST FEELS RIGHT."
252,ep151,"CYNDE HAS GOT TO GET BACK TO WORK, BUT THE COUPLE SITS DOWN TO QUICKLY DISCUSS HOW THEY FEEL."
253,ep151,"WELL, WHAT DO YOU THINK?"
254,ep151,"BRAD, I LOVE IT."
255,ep151,REALLY? JUST HAS EVERYTHING THAT I'M LOOKING FOR.
256,ep151,IT'S THE BEST PLACE WE'VE SEEN SO FAR.
257,ep151,IT HAS A FORMAL DINING ROOM WHERE WE CAN PUT OUR DINING ROOM FURNITURE.
258,ep151,IT HAS A GUEST BEDROOM.
259,ep151,IT HAS AN OFFICE WHERE WE CAN PUT OUR COMPUTER AND EVERYTHING IN.
260,ep151,IT HAS A LAUNDRY ROOM.
261,ep151,IT JUST HAS EVERYTHING THAT I'VE BEEN LOOKING FOR.
262,ep151,"WELL, WHAT DO YOU THINK?"
263,ep151,I THINK WE SHOULD MAKE AN OFFER.
264,ep151,I THINK WE SHOULD DO IT.
265,ep151,ALL RIGHT.
266,ep151,LET'S DO IT!
267,ep151,ALL RIGHT.
268,ep151,"(Suzanne) MAKING DECISIONS QUICKLY IS WHAT BRAD AND CYNDE DO BEST, AND THEY BOTH AGREE THAT THIS IS ONE HOUSE THEY SHOULD NOT LET GET AWAY."
269,ep151,"WELL, WHAT DO YOU THINK?"
270,ep151,I LOVE IT.
271,ep151,THAT'S GREAT!
272,ep151,WE'D LIKE TO PUT IN AN OFFER.
273,ep151,OKAY. BUT I NEED TO GET BACK TO WORK.
274,ep151,OKAY. I CAN COME TO YOUR OFFICE?
275,ep151,"YEAH, WE CAN GO TO MY OFFICE."
276,ep151,OKAY. I KNEW YOU'D LOVE THIS HOUSE.
277,ep151,"WITHIN DAYS, CYNDE AND BRAD HAVE STRUCK A DEAL TO BUY THE HOUSE."
278,ep151,"BUT FOR THE CARLEYS, GETTING AN ACCEPTED OFFER WAS THE EASY PART."
279,ep151,"NOW THAT THE HOUSE IS IN ESCROW, THEY'RE HAVING SECOND THOUGHTS ABOUT MAKING THE DECISION SO QUICKLY."
280,ep151,WHAT IF THE HOUSE HAS PROBLEMS THEY DIDN'T SEE?
281,ep151,"TO SETTLE THIS ISSUE, THE CARLEYS HIRE A HOME INSPECTOR TO THOROUGHLY EVALUATE THE HOUSE."
282,ep151,"UNFORTUNATELY, THE CARLEYS' HECTIC WORK SCHEDULE MEANS THEY WON'T EVEN BE IN TOWN WHEN THE INSPECTION TAKES PLACE."
283,ep151,"THE CARLEYS WILL BE ON THE PHONE LONG-DISTANCE WITH CYNDE'S SISTER KIM AND THEIR FRIEND GARY, A CONTRACTOR, DURING THE INSPECTION."
284,ep151,"(inspector) HOWDY, GUYS."
285,ep151,HOW YOU DOING?
286,ep151,HI... CRAIG.
287,ep151,I'M GARY.
288,ep151,"GARY, IT'S A PLEASURE."
289,ep151,"HI... KIM, CYNDE'S SISTER."
290,ep151,"KIM, IT'S A PLEASURE."
291,ep151,SO THIS IS THE PLACE?
292,ep151,YEP. WHERE WOULD YOU LIKE TO START?
293,ep151,"(Suzanne) MEANWHILE, CYNDE AND BRAD ARE IN AN EAST COAST HOTEL ROOM, LISTENING IN AS THE INSPECTION BEGINS IN THE LAUNDRY ROOM."
294,ep151,(Kim) ...
295,ep151,GARY ARE CHECKING IT OUT.
296,ep151,"OH, YOU GOT A SINK, AND YOU GOT SOME SHELVES."
297,ep151,"YEAH, CYN, IT LOOKS REAL CLEAN."
298,ep151,WHAT YOU GOT BACK THERE?
299,ep151,"WELL, IT LOOKS LIKE WE DON'T HAVE A GAS SHUT-OFF VALVE ON THE DRYER."
300,ep151,YOU CAN SEE IT RIGHT BACK THERE.
301,ep151,RIGHT. CERTAINLY SOMETHING YOU WANNA TAKE CARE OF.
302,ep151,THAT'S PRETTY IMPORTANT.
303,ep151,"IF YOU CAN GET THAT TAKEN CARE OF, EVERYTHING ELSE LOOKS PRETTY GOOD OUT HERE."
304,ep151,"I CHECKED THIS OUT EARLIER, SO THAT'S IT."
305,ep151,(Suzanne) THEN THE TEAM CHECKS THE OUTSIDE OF THE HOUSE WHERE CRAIG AND GARY FIND A LEAK.
306,ep151,"YOU CAN SEE WHERE THE WATER HAS COME DOWN HERE, AND WHERE THEY JOINED IT, THEY SEALED IT WITH A..."
307,ep151,FIBERGLASS TAPE.
308,ep151,"EXACTLY. THAT'S COME LOOSE, SO WE MAY BE GETTING SOME WATER ON THE INSIDE."
309,ep151,"WHEN WE GO INSIDE, WE WANNA MAKE SURE WE DOUBLE-CHECK IN HERE."
310,ep151,"WE'RE ON THE SIDE OF THE HOUSE, AND THERE'S A LITTLE WATER DAMAGE."
311,ep151,IT HAS TO DO WITH A ROOF ON THE REMODEL.
312,ep151,WE'RE GONNA GO INSIDE AND SEE IF THERE'S SOME INSIDE DAMAGE.
313,ep151,LEAK OUTSIDE...
314,ep151,"SO THIS IS WHERE IF WE HAVE A LEAK, WE'D PROBABLY MOST LIKELY SEE IT."
315,ep151,BRAD... WE ARE.
316,ep151,WE'RE TALKING ABOUT THE LEAK THAT WE HAD OUTSIDE.
317,ep151,"WE'RE TRYING TO SEE IF IT TRAVELED INSIDE ANYWHERE, AND IT LOOKS LIKE IT HAS."
318,ep151,NOW DON'T GET HIM PANICKED HERE.
319,ep151,WE DON'T KNOW...
320,ep151,DON'T PANIC.
321,ep151,WE DON'T KNOW THAT IT'S LEAKING NOW.
322,ep151,"WE JUST KNOW THAT IT HAS LEAKED, BUT IT'S CERTAINLY SOMETHING WE WANNA TAKE A LOOK AT AND MAKE SURE IT'S NOT PRESENTLY LEAKING."
323,ep151,THEY PUT ALL THAT TAR OUT THERE.
324,ep151,"TAR, WE CONSIDER A TEMPORARY PATCH."
325,ep151,RIGHT. THE INSPECTION WRAPS UP IN THE BATHROOM WHERE CRAIG FINDS ANOTHER POTENTIAL PROBLEM.
326,ep151,"WHOA, SEE THAT?"
327,ep151,"(Gary) OH, YEAH."
328,ep151,"WHAT'S HAPPENING THERE IS THAT EVERY TIME YOU FLUSH THAT TOILET, IT'S GOING TO POSSIBLY LEAK UNDERNEATH THERE."
329,ep151,THERE'S A WAX RING THAT SEALS BETWEEN THE SEWER LINE AND THE FLOOR.
330,ep151,"AND WHAT HAPPENS EVERY TIME YOU FLUSH IT, IF THAT WAX RING IS NOT SITTING IN THERE PROPERLY, WHICH IT'S NOT SECURED, WE COULD GET SOME WATER GOING ONTO THE SUBFLOOR AND ONTO THE CERAMIC TILE, WHICH COULD CAUSE A LOT OF DAMAGE DOWN THERE."
331,ep151,"YOU GUYS, WE'RE JUST STACKING UP THE EASY FIXES SO FAR."
332,ep151,"(Suzanne) THE BATHROOM IS FINISHED, AND WITH ALL THE HOME'S OTHER PROBLEMS ACCOUNTED FOR, THE INSPECTION IS OVER."
333,ep151,ALL RIGHT...
334,ep151,"WELL, WE JUST GOT THE INSPECTION REPORT."
335,ep151,"EVERYTHING'S FINISHED, COMPLETE."
336,ep151,EVERYTHING LOOKS VERY...
337,ep151,VERY EASY TO FIX.
338,ep151,NO PROBLEM HERE.
339,ep151,"(Brad) Okay, great."
340,ep151,"Gar, thanks a lot for doing all this, and tell Kim thanks as well."
341,ep151,SO YOU GUYS TAKE CARE...
342,ep151,WE'LL TALK TO YOU SOON.
343,ep151,OKAY. a lot.
344,ep151,YOU BET...
345,ep151,"Bye-bye. NOW THAT THE INSPECTION RESULTS ARE IN, WILL BRAD AND CYNDE DECIDE TO GO AHEAD WITH THE PURCHASE OF THE HOUSE?"
346,ep151,STAY TUNED TO HOUSE HUNTERS.
347,ep151,♪♪ WELCOME BACK TO HOUSE HUNTERS.
348,ep151,"BRAD AND CYNDE CARLEY ARE IN THE PROCESS OF BUYING A HOME THEY REALLY LIKE, BUT THEY'RE DOING SO AT A DISTANCE."
349,ep151,"THE COUPLE WAS OUT OF TOWN DURING THE HOME INSPECTION, SO THEY HAD TO RELY ON FRIENDS TO RELAY THE RESULTS."
350,ep151,"AS IT TURNS OUT, THE HOUSE IS IN GREAT SHAPE."
351,ep151,"SO REASSURED, THE CARLEYS FINALIZE THE SALE."
352,ep151,"NOW THAT THEY'VE FILLED THEIR HOME WITH FURNITURE AND DECORATED TO SUIT THEIR TASTES, ARE THEY HAPPY WITH THE WAY THINGS TURNED OUT?"
353,ep151,(Cynde) HAVING A HOME IS WONDERFUL.
354,ep151,WE LOVE IT...
355,ep151,IT'S JUST WONDERFUL.
356,ep151,IT FEELS SO GOOD TO KNOW WHEN WE'RE COMING HOME THAT THIS IS OUR HOUSE.
